
"Banco de México"

"Sistemas de pago de bajo valor"
"Cuentas validadas"

"Fecha de consulta: 27/04/2025 02:50:34"

""

"Título","Total de cuentas validadas","Cuentas validadas de ABC Capital, S.A.","Cuentas validadas de Accendo Banco, S.A.","Cuentas validadas de Banco Actinver, S.A.","Cuentas validadas de Banca Afirme, S.A.","Cuentas validadas de Opciones Empresariales del Noreste, S.A. de C.V.","Cuentas validadas de Banco Autofin México, S.A.","Cuentas validadas de Banco Azteca, S.A.","Cuentas validadas de Banco del Bajío, S.A.","Cuentas validadas de Banco Nacional de México, S.A.","Cuentas validadas de Banco Ahorro Famsa, S.A.","Cuentas validadas de BanCoppel, S.A.","Cuentas validadas de Banco Bancrea, S.A.","Cuentas validadas de Banco Nacional del Ejército, Fuerza Aérea y Armada","Cuentas validadas de Bankaool, S.A.","Cuentas validadas de Banco Mercantil del Norte, S.A.","Cuentas validadas de Banco Regional S.A.","Cuentas validadas de Banco del Ahorro Nacional y Servicios Financieros, S.N.C.","Cuentas validadas de Bansi, S.A.","Cuentas validadas de Banco Base, S.A.","Cuentas validadas de BBVA Bancomer, S.A.","Cuentas validadas de Banco Monex, S.A.","Cuentas validadas de CIBanco, S.A.","Cuentas validadas de Banco Compartamos, S.A.","Cuentas validadas de Consubanco, S.A","Cuentas validadas de Fundación Dondé Banco, S.A.","Cuentas validadas de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Cuentas validadas de HSBC México, S.A.","Cuentas validadas de Banco Inbursa, S.A.","Cuentas validadas de Banco Inmobiliario Mexicano, S.A.","Cuentas validadas de Intercam Banco, S.A.","Cuentas validadas de Banco Invex, S.A.","Cuentas validadas de Banca Mifel, S.A.","Cuentas validadas de Banco Multiva, S.A.","Cuentas validadas de Banco Pagatodo, S.A.","Cuentas validadas de Banco Sabadell, S.A.","Cuentas validadas de Banco Santander (México), S.A.","Cuentas validadas de Scotiabank Inverlat, S.A.","Cuentas validadas de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Cuentas validadas de Operadora de Pagos Móviles de México, S.A de C.V.","Cuentas validadas de Banco Ve Por Mas, S.A."
12/05/2021,14346,0,N/E,0,0,0,0,276,17,1672,N/E,3626,0,34,0,108,42,0,0,0,7569,0,1,3,0,0,0,577,30,0,3,0,0,0,11,0,179,192,6,0,0
13/05/2021,12481,0,N/E,0,66,0,0,290,19,1205,N/E,2826,0,32,2,149,46,0,0,0,6592,0,1,4,0,0,0,779,23,0,1,0,4,0,-3,0,192,247,4,0,2
14/05/2021,15753,0,N/E,1,125,-1,0,337,18,1042,N/E,4168,0,36,6,198,56,0,0,0,8478,0,0,5,0,0,0,634,45,0,1,0,3,0,7,0,310,282,0,0,2
15/05/2021,12006,0,N/E,0,112,0,0,272,13,1522,N/E,3508,0,35,2,160,49,0,0,0,5485,0,1,2,0,0,0,431,26,0,0,0,1,0,2,0,210,174,1,0,0
16/05/2021,10499,0,N/E,0,33,0,0,276,9,1120,N/E,3559,0,15,1,104,33,0,0,0,4633,0,0,5,0,0,0,415,31,0,0,0,2,0,5,0,127,128,3,0,0
17/05/2021,15128,0,N/E,0,68,0,2,335,8,1320,N/E,4244,0,30,0,97,43,0,0,0,7629,0,0,7,0,0,0,790,30,0,3,0,-1,0,5,1,256,260,1,0,0
18/05/2021,14072,0,N/E,0,45,-2,0,272,5,1613,N/E,3919,0,16,0,133,45,0,0,0,7079,0,0,3,0,0,0,479,30,0,0,0,2,0,6,0,203,220,4,0,0
19/05/2021,13922,0,N/E,0,59,0,1,272,7,1853,N/E,3533,0,19,0,137,49,0,0,0,6983,0,3,5,0,0,0,522,24,0,1,0,1,0,9,0,192,247,5,0,0
20/05/2021,14067,0,N/E,0,97,0,0,295,7,1665,N/E,3500,0,15,1,158,46,0,0,0,7095,0,0,9,0,0,0,669,31,0,3,0,1,0,16,0,244,209,6,0,0
21/05/2021,13642,0,N/E,0,84,0,2,263,9,1324,N/E,3519,1,15,0,194,52,0,0,0,7051,0,1,8,0,0,0,662,32,0,2,0,4,0,3,1,198,215,2,0,0
22/05/2021,10552,0,N/E,0,52,0,0,248,8,1295,N/E,3224,0,12,0,113,40,0,0,0,4796,0,0,1,0,0,0,401,29,0,0,0,0,0,6,0,177,142,8,0,0
23/05/2021,8962,0,N/E,0,75,0,0,265,5,1121,N/E,2861,0,9,0,86,39,0,0,0,3836,0,1,3,0,0,-1,377,21,0,1,0,1,0,1,0,144,116,1,0,0
24/05/2021,13539,0,N/E,0,39,0,2,268,9,1290,N/E,3660,0,11,0,195,45,0,0,0,6971,1,0,8,0,0,0,569,37,0,1,0,1,0,5,0,177,248,1,0,1
25/05/2021,13201,0,N/E,0,55,0,0,249,7,1421,N/E,3421,1,15,0,170,57,0,0,0,6709,0,0,5,1,0,0,583,36,0,3,0,3,0,1,1,205,256,0,0,2
26/05/2021,13522,0,N/E,0,68,0,0,267,11,1428,N/E,3484,0,19,-1,149,30,0,1,0,7097,2,0,3,0,0,1,491,31,0,0,0,0,0,2,0,201,233,5,0,0
27/05/2021,13840,0,N/E,0,70,-1,0,272,5,1685,N/E,2909,0,12,1,137,59,0,0,0,7601,0,0,6,0,0,1,512,45,0,1,0,3,0,2,1,245,269,5,0,0
28/05/2021,14805,0,N/E,0,77,0,0,300,11,1267,N/E,3406,0,24,0,196,91,0,0,0,8450,0,0,3,0,0,0,381,41,0,3,0,4,0,6,1,313,226,5,0,0
29/05/2021,12100,0,N/E,0,45,0,0,269,8,1402,N/E,3463,0,23,0,136,50,0,0,0,5849,0,0,2,0,0,2,347,36,0,1,0,2,0,5,2,233,224,1,0,0
30/05/2021,10377,0,N/E,0,26,0,0,267,5,1178,N/E,2969,0,6,0,94,40,0,0,0,5003,0,0,3,0,0,0,380,26,0,1,0,0,0,7,0,203,163,5,0,1
31/05/2021,15746,0,N/E,0,49,0,0,271,9,881,N/E,3897,0,15,0,168,47,0,0,0,9256,0,0,7,0,0,1,552,32,0,4,0,2,0,7,1,385,156,5,0,1
01/06/2021,12511,0,N/E,0,102,0,0,289,14,1424,N/E,3679,0,16,0,151,53,0,0,0,5850,0,0,4,0,0,1,396,40,0,0,0,1,0,11,0,205,271,4,0,0
02/06/2021,12828,0,N/E,0,67,0,-1,22,11,1403,N/E,3411,0,16,0,158,49,0,0,0,6781,0,0,4,0,0,0,426,27,0,2,0,2,0,6,1,184,259,0,0,0
03/06/2021,13239,0,N/E,0,70,0,0,265,9,1490,N/E,3353,0,15,0,154,53,0,1,0,6821,0,0,3,0,0,1,486,27,0,0,0,3,0,10,0,216,256,3,0,3
04/06/2021,12973,0,N/E,1,99,0,1,314,7,1095,N/E,3444,0,16,6,139,57,0,0,0,6876,0,0,5,0,0,0,389,30,0,1,0,2,0,17,1,205,265,3,0,0
05/06/2021,10781,0,N/E,0,59,0,0,310,6,1360,N/E,3093,0,12,0,125,52,0,0,0,5112,0,2,3,0,0,2,267,24,0,0,0,2,0,9,0,148,191,4,0,0
06/06/2021,7532,0,N/E,0,29,0,0,316,4,908,N/E,2268,0,3,0,76,40,0,0,0,3448,0,0,2,0,0,0,181,7,0,0,0,0,0,2,0,145,98,5,0,0
07/06/2021,12844,0,N/E,0,75,0,0,682,7,1317,N/E,3520,0,10,0,117,46,0,1,0,6297,0,0,2,2,0,1,371,19,0,3,0,2,0,9,0,150,211,2,0,0
08/06/2021,12095,0,N/E,0,75,2,1,449,3,1276,N/E,3414,0,14,1,96,53,0,0,0,5968,2,0,2,0,0,0,352,24,0,0,0,2,0,5,1,149,202,4,0,0
09/06/2021,11866,0,N/E,0,68,4,0,330,6,1336,N/E,2976,0,8,0,127,51,0,0,0,6160,0,1,4,0,0,1,360,25,0,0,0,2,0,1,0,171,232,2,0,1
10/06/2021,12530,0,N/E,0,116,5,0,310,2,1405,N/E,3322,0,10,1,105,52,0,0,0,6364,0,0,3,0,0,0,346,35,0,-2,0,1,0,8,0,201,244,2,0,0
11/06/2021,12580,0,N/E,1,90,2,0,318,14,1245,N/E,3204,0,11,1,146,49,0,0,0,6572,0,0,5,0,0,0,385,41,0,-1,0,2,0,6,0,234,252,3,0,0
12/06/2021,10499,0,N/E,0,44,3,0,266,2,1238,N/E,3054,0,8,0,104,50,0,0,0,4952,0,0,1,0,0,0,380,29,0,0,0,1,0,11,0,176,174,5,0,1
13/06/2021,8922,0,N/E,0,18,2,0,278,2,1084,N/E,2822,0,19,0,99,25,0,0,0,3943,0,0,1,0,0,0,359,21,0,1,0,0,0,-3,0,131,115,4,0,1
14/06/2021,13426,0,N/E,0,70,8,1,319,12,1191,N/E,3370,-1,25,0,187,50,0,0,0,7168,0,0,4,0,0,0,571,36,1,1,0,2,0,8,0,223,179,1,0,0
15/06/2021,10322,0,N/E,0,81,3,1,342,9,1121,N/E,1511,0,21,2,217,62,0,0,0,6009,0,1,5,0,0,1,467,38,1,-2,0,7,0,2,1,114,305,3,0,0
16/06/2021,11229,0,N/E,0,83,1,0,291,9,1158,N/E,2230,1,23,-1,148,47,0,0,0,6195,0,1,7,1,0,0,468,35,0,3,0,1,0,7,1,209,301,8,0,2
17/06/2021,13114,0,N/E,0,137,2,0,139,5,1586,N/E,4321,0,21,1,166,58,0,0,0,5477,0,0,4,0,0,0,656,45,0,1,0,2,0,4,0,212,273,4,0,0
18/06/2021,11455,0,N/E,0,43,4,0,308,11,1142,N/E,3079,0,25,1,171,51,0,1,0,5619,0,0,5,0,0,0,489,26,0,1,0,3,0,9,0,211,251,5,0,0
19/06/2021,9565,0,N/E,0,55,1,0,321,13,1333,N/E,2825,0,14,0,127,41,0,0,0,4140,0,0,1,0,0,2,331,24,0,0,0,2,0,2,0,179,152,2,0,0
20/06/2021,7877,0,N/E,0,7,0,0,251,3,774,N/E,2160,0,15,0,111,29,0,0,0,3906,0,0,0,1,0,0,358,13,0,1,0,0,0,2,0,126,117,3,0,0
21/06/2021,11713,0,N/E,0,44,5,0,302,8,1472,N/E,2675,0,11,2,176,52,0,0,-1,5902,0,1,4,0,0,0,619,26,0,2,0,3,0,3,1,173,228,5,0,0
22/06/2021,12595,0,N/E,0,32,1,1,322,5,2084,N/E,3237,1,9,0,169,59,0,0,0,5561,0,0,6,0,0,0,595,37,0,4,0,1,0,12,0,221,232,6,0,0
23/06/2021,12195,0,N/E,0,49,2,0,312,11,2055,N/E,2837,1,13,1,178,62,0,0,0,5690,0,0,7,0,2,0,502,37,0,5,0,0,0,4,0,185,239,3,0,0
24/06/2021,11862,0,N/E,0,61,0,0,311,6,2016,N/E,2619,0,8,0,173,57,0,0,0,5586,0,0,8,0,2,1,510,41,0,5,2,0,0,4,0,219,225,7,0,1
25/06/2021,12268,0,N/E,0,67,3,0,361,9,2084,N/E,2606,0,10,0,185,52,0,2,0,5998,0,2,7,0,0,3,370,49,0,0,0,5,0,6,1,218,223,6,0,1
26/06/2021,9252,0,N/E,0,33,0,0,305,6,1294,N/E,2585,0,11,0,174,37,0,0,0,4080,0,0,3,0,0,0,315,19,0,2,0,0,0,4,0,192,183,8,0,1
27/06/2021,7574,0,N/E,0,18,0,0,303,2,1081,N/E,2018,0,14,1,133,31,0,0,0,3472,1,0,8,0,0,0,293,32,0,2,0,0,0,1,0,14,145,5,0,0
28/06/2021,12829,0,N/E,0,78,2,0,307,10,1996,N/E,3209,0,24,1,152,54,0,0,0,5889,1,0,4,0,0,-1,549,17,0,3,0,4,0,4,0,258,258,9,0,1
29/06/2021,13610,0,N/E,0,66,0,0,365,11,2342,N/E,3113,-1,29,2,184,70,0,0,0,6257,1,0,2,0,1,3,503,37,0,1,0,5,0,9,0,299,305,6,0,0
30/06/2021,14569,0,N/E,0,99,2,0,331,20,2405,N/E,3322,0,26,2,242,79,0,0,0,6823,0,0,11,1,0,0,528,49,0,5,0,0,0,8,2,383,224,7,0,0
01/07/2021,12485,0,N/E,0,81,1,0,343,9,2491,N/E,3091,0,24,3,215,68,0,0,0,4995,0,1,5,1,0,0,434,62,0,0,0,0,0,7,0,337,310,7,0,0
02/07/2021,12719,0,N/E,0,90,5,0,324,16,1976,N/E,2646,0,23,1,233,63,0,0,0,6079,0,0,3,2,0,1,522,54,0,0,0,1,0,8,1,347,317,6,0,1
03/07/2021,10366,0,N/E,0,49,2,0,341,8,1416,N/E,2881,0,13,1,173,53,0,0,0,4574,0,0,8,0,0,0,324,28,0,0,0,1,0,6,0,271,211,4,0,2
04/07/2021,8343,0,N/E,1,27,1,0,331,5,1275,N/E,2379,0,14,0,130,42,0,0,0,3373,0,0,4,0,0,0,301,27,0,1,0,3,0,6,0,232,183,7,0,1
05/07/2021,12817,0,N/E,0,41,4,0,343,17,2096,N/E,3095,0,18,-1,203,65,0,0,0,5718,0,0,2,2,0,1,590,33,0,2,0,2,0,2,0,293,284,7,0,0
06/07/2021,12721,0,N/E,0,73,0,1,374,26,2069,N/E,2949,0,18,0,184,62,0,0,0,5622,1,0,9,0,0,0,623,42,0,0,0,5,0,2,0,370,282,9,0,0
07/07/2021,11835,0,N/E,0,88,4,1,367,18,2235,N/E,2831,0,18,0,177,67,0,0,0,4934,0,0,6,0,0,0,432,39,0,3,0,4,0,5,0,326,272,8,0,0
08/07/2021,13092,0,N/E,0,63,6,0,385,25,2171,N/E,2784,0,12,1,212,53,0,0,0,6216,0,1,4,0,0,0,536,42,0,1,0,3,0,8,0,283,280,6,0,0
09/07/2021,12883,0,N/E,0,49,4,0,391,37,2220,N/E,2664,0,9,0,211,60,0,1,0,6099,1,1,7,0,0,0,501,41,0,4,0,1,0,2,0,303,268,8,0,1
10/07/2021,9330,0,N/E,1,40,0,0,336,14,1286,N/E,2626,0,14,0,187,44,0,0,0,4323,0,0,10,0,0,0,251,36,0,1,0,1,0,5,0,-30,181,4,0,0
11/07/2021,8502,0,N/E,0,20,1,1,335,25,1157,N/E,2255,0,10,0,157,48,0,0,0,3773,0,0,3,0,0,0,258,25,0,0,0,3,0,4,0,277,144,6,0,0
12/07/2021,12750,0,N/E,0,60,2,0,362,17,1951,N/E,2872,0,15,1,170,40,0,0,0,6259,0,1,9,1,0,0,364,35,0,5,0,0,0,12,0,289,279,6,0,0
13/07/2021,13334,0,1,0,80,6,0,389,19,2064,N/E,2894,0,39,1,193,60,0,1,0,6496,0,2,5,0,0,0,381,58,0,1,0,2,0,3,3,324,298,13,0,1
14/07/2021,13664,0,0,0,89,4,0,399,23,2372,N/E,2922,0,31,1,228,73,0,0,0,6274,0,1,6,0,0,0,489,23,0,3,0,3,0,7,1,329,375,10,0,1
15/07/2021,12018,0,0,1,85,2,1,475,32,2426,N/E,3041,1,23,0,268,69,0,0,0,4190,0,0,4,0,0,1,507,58,0,3,0,3,0,6,2,404,405,9,0,2
16/07/2021,13758,0,0,0,109,7,0,429,19,2066,N/E,2955,1,22,3,270,67,0,0,0,6577,0,0,3,1,1,1,483,40,0,1,0,2,0,6,0,338,348,8,0,1
17/07/2021,9763,0,0,1,32,1,1,285,12,1405,N/E,2382,1,16,0,197,63,0,0,0,4489,0,0,1,0,0,0,365,31,0,1,1,0,0,3,0,297,174,4,0,1
18/07/2021,8128,0,0,0,21,0,0,360,6,985,N/E,2418,0,20,0,123,30,0,0,0,3535,0,0,1,0,0,0,269,24,0,0,0,0,0,4,1,141,187,3,0,0
19/07/2021,12811,0,0,1,63,4,0,421,18,1828,N/E,3323,0,13,3,181,39,0,0,0,5912,0,0,3,0,0,0,383,35,0,2,0,2,0,7,2,310,252,8,0,1
20/07/2021,12579,0,0,1,63,6,1,370,10,1869,N/E,3254,0,18,2,155,43,0,0,0,5700,0,0,2,0,0,0,419,38,0,2,0,6,0,8,1,293,313,5,0,0
21/07/2021,12601,0,0,0,55,2,1,426,17,1944,N/E,3039,0,21,2,163,62,0,1,0,5881,0,0,4,1,0,0,395,41,0,0,0,1,0,4,0,274,262,5,0,0
22/07/2021,13250,0,0,0,74,3,0,391,19,1977,N/E,2977,1,11,0,157,45,0,0,0,6630,1,0,-1,1,1,2,349,39,0,1,0,3,0,5,1,274,280,7,0,2
23/07/2021,11919,0,0,0,51,5,0,449,21,1079,N/E,3058,0,14,1,211,65,0,0,0,5897,2,1,2,0,0,0,450,41,0,4,0,2,0,3,0,284,272,7,0,0
24/07/2021,9542,0,1,0,41,0,0,378,10,1352,N/E,2905,0,9,0,135,48,0,0,0,3957,0,0,0,0,0,0,274,32,0,2,0,1,0,1,0,226,164,6,0,0
25/07/2021,8004,0,0,0,13,0,1,320,10,1062,N/E,2498,0,13,1,130,40,0,0,0,3302,0,0,0,0,0,-12,297,16,0,1,0,1,0,0,0,178,131,2,0,0
26/07/2021,10962,0,0,0,27,4,1,412,9,1865,N/E,3123,0,16,2,128,66,0,1,0,4407,0,0,0,1,0,12,373,25,0,3,0,0,0,5,0,270,209,3,0,0
27/07/2021,12349,0,0,0,35,6,0,411,14,1875,N/E,3040,0,12,0,154,59,0,0,0,5709,0,0,1,0,0,0,411,36,0,1,0,2,0,5,1,308,264,4,0,1
28/07/2021,12632,0,0,0,66,7,0,388,10,2012,N/E,2972,0,15,1,149,60,0,0,0,6114,0,0,1,0,0,0,252,32,0,-1,0,1,0,2,0,284,264,2,0,1
29/07/2021,13493,0,0,0,69,2,0,363,19,2088,N/E,3060,0,38,2,170,74,0,0,0,6321,1,1,1,1,0,0,563,44,0,2,0,0,0,1,0,348,318,6,0,1
30/07/2021,11486,0,0,0,72,9,1,401,16,2556,N/E,3312,1,25,1,211,52,0,0,0,3869,0,0,2,2,0,0,461,35,0,1,0,2,0,8,1,341,103,4,0,0
31/07/2021,10809,0,0,0,37,0,2,379,26,1445,N/E,3120,0,10,0,171,56,0,0,0,4626,0,0,0,1,0,0,360,26,0,6,0,0,0,5,1,302,232,4,0,0
01/08/2021,8981,0,0,0,15,1,0,301,9,1062,N/E,2794,0,11,0,128,50,0,0,0,3885,0,0,0,0,0,0,373,11,0,1,0,0,0,1,1,191,143,4,0,0
02/08/2021,12423,0,0,0,31,7,0,329,12,1843,N/E,3148,0,16,0,150,50,0,0,0,5912,0,0,4,0,0,1,330,35,0,0,0,2,0,5,0,267,279,2,0,0
03/08/2021,12995,0,0,0,71,5,1,379,15,1922,N/E,3050,0,14,2,199,85,0,0,0,6235,1,0,2,0,0,0,359,49,0,2,0,1,0,5,0,279,312,6,0,1
04/08/2021,12235,0,0,0,67,1,2,395,10,1990,N/E,2964,0,13,4,196,81,0,0,0,5466,1,0,4,0,0,1,403,38,0,1,0,1,0,0,0,302,288,6,0,1
05/08/2021,12874,0,0,0,65,3,0,422,15,2057,N/E,2969,0,14,-1,184,96,0,0,0,5980,0,0,3,0,0,-1,443,38,0,3,0,0,0,0,0,320,256,7,0,1
06/08/2021,10461,0,0,0,84,5,0,430,18,2028,N/E,2764,0,18,3,199,84,0,0,0,3785,2,1,1,0,0,0,432,38,0,5,0,0,0,1,1,289,260,12,0,1
07/08/2021,10161,0,0,3,18,2,0,128,19,1459,N/E,2583,0,10,1,176,97,0,0,0,4733,0,0,3,0,0,1,437,43,0,1,0,1,0,0,0,245,183,18,0,0
08/08/2021,7371,0,0,1,19,-1,0,389,14,1004,N/E,2255,0,13,0,143,68,0,0,0,2823,0,0,3,0,0,0,318,31,0,0,0,0,0,-1,0,155,117,20,0,0
09/08/2021,14561,0,0,2,47,4,0,477,15,1956,N/E,2990,0,13,2,219,90,0,1,0,7735,0,0,3,0,0,0,439,37,0,1,0,0,0,2,1,273,222,32,0,0
10/08/2021,12395,0,0,0,54,8,0,455,13,1986,N/E,2458,1,13,1,211,79,0,1,0,6093,1,0,0,1,0,0,465,36,0,4,0,1,0,2,0,283,205,23,0,1
11/08/2021,12232,0,0,0,62,6,1,410,16,1930,N/E,2413,0,23,0,202,68,0,0,0,6239,0,0,3,1,0,0,305,49,0,9,0,1,0,2,1,243,230,17,0,1
12/08/2021,12841,0,0,1,71,8,1,410,11,2197,N/E,2294,0,28,0,234,93,0,1,0,6549,1,1,4,1,0,0,383,44,0,1,0,3,0,7,0,240,239,19,0,0
13/08/2021,13866,0,0,1,68,10,2,467,29,2241,N/E,2452,1,44,0,270,95,0,0,0,6936,0,0,3,0,0,0,518,53,0,1,0,2,0,4,0,308,349,12,0,0
14/08/2021,11021,0,0,0,29,3,0,431,19,1558,N/E,2540,0,22,1,228,70,0,0,0,5262,0,0,3,1,0,1,340,43,0,0,0,1,0,4,0,256,197,12,0,0
15/08/2021,9182,0,0,0,39,3,0,433,16,1187,N/E,2392,0,7,0,176,62,0,0,0,4245,0,0,2,0,0,0,213,23,0,0,0,1,0,10,1,199,162,11,0,0
16/08/2021,12973,0,0,0,70,3,0,428,18,1922,N/E,2629,-1,19,2,216,102,0,0,0,6580,0,0,4,2,0,1,404,55,0,0,0,2,0,9,0,240,254,14,0,0
17/08/2021,13252,0,0,0,74,8,1,376,20,2056,N/E,2847,1,25,4,197,99,0,0,0,6459,0,0,6,0,0,1,466,56,0,0,0,6,0,6,0,296,235,13,0,0
18/08/2021,12709,0,0,0,51,7,0,453,17,2126,N/E,2617,0,22,1,235,82,0,0,0,6210,0,1,4,0,0,1,383,31,0,2,0,1,0,12,0,246,195,12,0,0
19/08/2021,13066,0,0,0,36,8,0,435,12,2371,N/E,2591,1,23,2,254,76,0,0,0,6307,0,0,4,0,0,0,392,45,0,2,0,2,0,12,1,268,211,11,0,2
20/08/2021,13051,0,0,0,59,11,0,423,17,2433,N/E,2516,0,19,4,232,91,0,0,0,6432,0,1,1,1,0,1,419,50,0,0,0,3,0,11,0,286,26,14,0,1
21/08/2021,7182,0,0,0,11,2,1,328,6,913,N/E,2100,0,11,0,165,59,0,0,0,3187,0,0,2,0,0,0,177,26,0,2,0,2,0,8,2,166,8,6,0,0
22/08/2021,0,0,0,0,0,0,0,0,0,0,N/E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2021,7860,0,0,1,14,9,1,415,16,1549,N/E,2362,0,17,1,188,60,0,0,0,2461,0,0,0,0,0,0,517,40,0,1,0,0,0,3,0,177,15,12,0,1
24/08/2021,12633,0,0,1,57,11,0,470,26,2007,N/E,2775,0,20,1,211,80,0,0,0,6206,0,1,1,1,0,1,361,42,0,1,0,4,0,9,1,314,17,15,0,0
25/08/2021,16578,0,0,1,74,3,0,442,18,2249,N/E,2723,0,6,2,209,82,0,1,0,9995,0,0,0,2,0,0,414,54,0,4,0,0,0,11,0,262,16,10,0,0
26/08/2021,24826,0,0,0,61,4,0,441,18,2378,N/E,2636,0,24,2,202,109,0,0,0,18202,0,0,1,0,0,0,421,40,0,2,0,2,0,5,0,256,10,12,0,0
27/08/2021,31650,0,0,2,59,11,0,487,29,2457,N/E,2579,0,26,-1,233,96,0,0,-1,24893,0,1,1,0,0,0,401,73,0,5,0,1,0,4,0,256,24,14,0,0
28/08/2021,31525,0,0,1,34,2,0,312,13,1527,N/E,2682,0,7,1,173,75,0,0,0,26092,0,0,1,0,0,1,297,26,0,0,0,2,0,3,0,251,14,10,0,1
29/08/2021,30150,0,0,1,23,0,0,406,10,1314,N/E,2452,0,10,0,173,69,0,0,0,25182,0,0,0,0,0,0,250,36,0,1,0,0,0,8,0,193,14,8,0,0
30/08/2021,42129,0,0,0,37,9,0,416,19,2111,N/E,3186,0,26,1,229,98,0,0,0,35259,2,1,0,1,0,0,337,50,0,4,1,2,0,8,0,293,19,19,0,1
31/08/2021,5680,0,0,1,63,10,1,322,25,1786,N/E,2999,0,25,4,242,98,0,0,0,-812,1,2,3,4,0,-1,439,56,0,2,0,1,0,4,0,369,18,18,0,0
01/09/2021,18513,0,0,0,40,5,2,460,16,2325,N/E,2769,0,35,3,267,102,0,0,0,11739,0,0,2,2,0,0,373,42,0,1,0,3,0,11,0,292,19,5,0,0
02/09/2021,21569,0,0,0,63,5,1,499,24,2170,N/E,2612,0,21,3,278,102,0,0,0,15023,0,0,1,2,0,0,395,48,0,5,0,3,0,7,0,280,27,0,0,0
03/09/2021,20841,0,0,0,55,9,1,490,25,2305,N/E,2605,0,29,4,252,97,0,0,0,14228,0,0,1,1,0,1,388,42,0,1,0,0,0,8,0,273,18,7,0,1
04/09/2021,16557,0,0,0,17,0,0,474,17,1414,N/E,2515,0,22,0,214,98,0,0,0,11150,0,0,7,1,0,0,323,41,0,1,0,1,0,11,0,227,9,14,0,1
05/09/2021,14672,0,0,1,15,0,0,413,13,1184,N/E,2170,0,26,0,195,76,0,0,0,10050,0,1,2,0,0,0,257,25,0,1,0,2,0,5,2,208,14,12,0,0
06/09/2021,20269,0,0,2,43,8,0,436,12,1950,N/E,2690,0,14,2,216,77,0,0,0,14040,1,0,6,2,0,0,420,32,0,4,0,5,0,2,0,270,12,25,0,0
07/09/2021,16490,0,0,0,45,9,0,455,17,1914,N/E,2279,0,29,4,193,73,0,0,0,10802,0,0,12,1,0,0,310,49,0,1,0,3,0,0,0,263,13,18,0,0
08/09/2021,16535,0,0,1,45,3,1,469,16,1985,N/E,2399,0,9,1,220,72,0,0,0,10404,0,0,6,1,0,0,305,42,0,1,0,5,0,3,0,254,277,16,0,0
09/09/2021,11024,0,0,-3,16,7,0,-216,-28,974,N/E,2092,0,5,3,-287,34,-7,-7,0,8663,1,-2,-5,0,-1,0,165,-18,-3,2,0,-9,-1,-1,1,-454,174,-69,0,-2
10/09/2021,17235,0,0,1,47,7,0,481,22,2087,N/E,2078,0,10,0,269,85,0,0,0,11091,0,1,8,0,0,1,403,42,0,1,0,5,0,5,0,324,253,14,0,0
11/09/2021,12118,0,0,0,30,3,0,458,13,1404,N/E,2227,0,11,1,220,66,0,0,0,6878,0,0,6,0,0,1,271,27,0,1,0,1,0,5,0,248,234,13,0,0
12/09/2021,-5186,0,0,0,24,0,0,525,12,1203,N/E,2285,0,24,0,236,88,0,0,0,-10396,1,0,2,1,0,0,341,29,0,2,0,1,0,1,1,222,202,10,0,0
13/09/2021,26336,0,0,1,34,2,1,525,11,1990,N/E,2669,0,40,1,274,95,0,0,0,19779,0,0,12,1,0,1,304,39,0,2,0,5,0,1,0,276,260,13,0,0
14/09/2021,18842,0,0,0,46,5,2,506,18,1930,N/E,2568,0,41,0,328,92,0,0,0,12200,0,0,7,0,0,0,455,39,0,4,0,4,0,2,1,284,290,20,0,0
15/09/2021,17808,0,0,1,40,12,0,473,25,2039,N/E,2530,0,21,3,310,104,0,0,0,11267,0,1,7,0,0,0,291,36,0,3,0,3,0,0,0,321,309,12,0,0
16/09/2021,13322,0,0,1,35,1,2,405,16,1352,N/E,2502,0,16,2,248,69,0,0,0,7806,1,0,12,3,0,0,339,17,0,2,0,0,0,0,0,250,230,13,0,0
17/09/2021,17685,0,0,0,32,14,0,502,20,2007,N/E,2710,-1,19,1,327,98,0,0,0,10767,0,0,9,0,0,1,485,35,0,1,0,1,0,2,1,381,261,12,0,0
18/09/2021,14294,0,0,0,50,1,0,478,21,1290,N/E,2370,0,18,0,229,70,0,0,0,8936,0,0,8,1,0,0,280,20,0,1,0,4,0,-1,1,296,210,11,0,0
19/09/2021,11663,0,0,1,-1,1,0,439,12,1076,N/E,2099,0,12,1,177,70,0,0,0,7198,0,0,3,1,0,0,205,25,0,0,0,0,0,0,1,153,172,17,0,1
20/09/2021,16556,0,0,1,50,3,2,526,9,1802,N/E,2554,0,23,-2,200,86,0,0,0,10000,0,0,4,0,0,0,504,39,0,8,0,3,0,5,0,452,280,7,0,0
21/09/2021,15568,0,0,0,43,8,1,473,22,1877,N/E,2411,1,21,4,188,101,0,1,0,9404,0,0,5,0,0,0,344,46,0,4,0,6,0,6,1,322,261,18,0,0
22/09/2021,15570,0,0,2,49,13,1,452,15,1818,N/E,2382,0,13,0,262,77,0,0,0,9423,0,1,10,2,0,0,416,42,0,4,0,0,0,4,1,309,260,14,0,0
