
"Banco de México"

"Sistemas de pago de bajo valor"
"Apps móviles de los participantes enrolados en CoDi"

"Fecha de consulta: 27/04/2025 02:51:55"

""

"Título","Total de dispositivos Android enrolados","Dispositivos Android enrolados del Banco de México","Dispositivos Android enrolados de las instituciones financieras","Dispositivos Android enrolados de Accendo Banco, S.A.","Dispositivos Android enrolados de Banco Actinver, S.A.","Dispositivos Android enrolados de Opciones Empresariales del Noreste, S.A. de C.V.","Dispositivos Android enrolados de Banco Autofin México, S.A.","Dispositivos Android enrolados de Banco Azteca, S.A.","Dispositivos Android enrolados de Banco del Bajío, S.A.","Dispositivos Android enrolados de Banco Nacional de México, S.A.","Dispositivos Android enrolados de Banca Afirme, S.A.","Dispositivos Android enrolados de Banco Ahorro Famsa, S.A.","Dispositivos Android enrolados de BanCoppel, S.A.","Dispositivos Android enrolados de Banco Bancrea, S.A.","Dispositivos Android enrolados de Banco Nacional del Ejército, Fuerza Aérea y Armada","Dispositivos Android enrolados de Bankaool, S.A.","Dispositivos Android enrolados de Banco Mercantil del Norte, S.A.","Dispositivos Android enrolados de Banco Regional S.A.","Dispositivos Android enrolados de Bansi, S.A.","Dispositivos Android enrolados de Banco Base, S.A.","Dispositivos Android enrolados de BBVA Bancomer, S.A.","Dispositivos Android enrolados de Banco Monex, S.A.","Dispositivos Android enrolados de CIBanco, S.A.","Dispositivos Android enrolados de Banco Compartamos, S.A.","Dispositivos Android enrolados de Consubanco, S.A.","Dispositivos Android enrolados de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Dispositivos Android enrolados de Hey Banco, S.A.","Dispositivos Android enrolados de HSBC México, S.A.","Dispositivos Android enrolados de Banco Inbursa, S.A.","Dispositivos Android enrolados de Banco Inmobiliario Mexicano, S.A.","Dispositivos Android enrolados de Intercam Banco, S.A.","Dispositivos Android enrolados de Banca Mifel, S.A.","Dispositivos Android enrolados de Banco Multiva, S.A.","Dispositivos Android enrolados de Banco Pagatodo, S.A.","Dispositivos Android enrolados de Banco Sabadell, S.A.","Dispositivos Android enrolados de Banco Santander (México), S.A.","Dispositivos Android enrolados de Scotiabank Inverlat, S.A.","Dispositivos Android enrolados de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Dispositivos Android enrolados de Operadora de Pagos Móviles de México, S.A. de C.V.","Dispositivos Android enrolados de Banco Ve Por Mas, S.A.","Dispositivos Android enrolados de los terceros desarrolladores","Dispositivos Android enrolados de Kimerkia, S.A. de C.V.","Dispositivos Android enrolados de Quetzalcóatl Sistemas, S.A. de C.V.","Dispositivos Android enrolados de National Soft de México de R.L. de C.V.","Dispositivos Android enrolados de WISECAP, S.A. de C.V.","Total de dispositivos iOS enrolados","Dispositivos iOS enrolados del Banco de México","Dispositivos iOS enrolados de las instituciones financieras","Dispositivos iOS enrolados de Banco Actinver, S.A.","Dispositivos iOS enrolados de Opciones Empresariales del Noreste, S.A. de C.V.","Dispositivos iOS enrolados de Banco Autofin México, S.A.","Dispositivos iOS enrolados de Banco Azteca, S.A.","Dispositivos iOS enrolados de Banco del Bajío, S.A.","Dispositivos iOS enrolados de Banco Nacional de México, S.A.","Dispositivos iOS enrolados de Banca Afirme, S.A.","Dispositivos iOS enrolados de Banco Ahorro Famsa, S.A.","Dispositivos iOS enrolados de BanCoppel, S.A.","Dispositivos iOS enrolados de Banco Bancrea, S.A.","Dispositivos iOS enrolados de Bankaool, S.A.","Dispositivos iOS enrolados de Banco Mercantil del Norte, S.A.","Dispositivos iOS enrolados de Banco Regional S.A.","Dispositivos iOS enrolados de Bansi, S.A.","Dispositivos iOS enrolados de Banco Base, S.A.","Dispositivos iOS enrolados de BBVA Bancomer, S.A.","Dispositivos iOS enrolados de Banco Monex, S.A.","Dispositivos iOS enrolados de CIBanco, S.A.","Dispositivos iOS enrolados de Banco Compartamos, S.A.","Dispositivos iOS enrolados de Consubanco, S.A.","Dispositivos iOS enrolados de Fincomún, Servicios Financieros Comunitarios, S.A. de C.V.","Dispositivos iOS enrolados de Hey Banco, S.A.","Dispositivos iOS enrolados de HSBC México, S.A.","Dispositivos iOS enrolados de Banco Inbursa, S.A.","Dispositivos iOS enrolados de Banco Inmobiliario Mexicano, S.A.","Dispositivos iOS enrolados de Intercam Banco, S.A.","Dispositivos iOS enrolados de Banca Mifel, S.A.","Dispositivos iOS enrolados de Banco Multiva, S.A.","Dispositivos iOS enrolados de Banco Pagatodo, S.A.","Dispositivos iOS enrolados de Banco Sabadell, S.A.","Dispositivos iOS enrolados de Banco Santander (México), S.A.","Dispositivos iOS enrolados de Scotiabank Inverlat, S.A.","Dispositivos iOS enrolados de Sistema de Transferencias y Pagos STP, S.A. de C.V.","Dispositivos iOS enrolados de Operadora de Pagos Móviles de México, S.A. de C.V.","Dispositivos iOS enrolados de Banco Ve Por Mas, S.A.","Dispositivos iOS enrolados de los terceros desarrolladores","Dispositivos iOS enrolados de Kimerkia, S.A. de C.V.","Dispositivos iOS enrolados de WISECAP, S.A. de C.V."
16/08/2021,9787339,103740,9683558,2,382,1662,647,234106,15843,1415247,17995,N/E,2047864,95,49003,639,163403,80691,100,292,4804720,160,556,15439,62,1452,N/E,165221,32386,N/E,1435,3582,163,11937,748,121057,153561,404,342139,565,41,N/E,N/E,41,N/E,3209203,47732,3161471,349,322,209,37099,8667,608308,10032,N/E,289702,108,222,77399,29010,65,282,1767636,256,524,2048,50,230,N/E,89631,15056,N/E,1403,2255,61,1882,433,71570,83010,407,62628,617,0,N/E,N/E
17/08/2021,9800208,103963,9696204,2,383,1666,647,234518,15879,1417687,18053,N/E,2051355,96,49076,640,163658,80773,100,292,4809275,160,556,15471,62,1453,N/E,165423,32433,N/E,1439,3587,163,11953,749,121264,153818,405,342603,565,41,N/E,N/E,41,N/E,3213879,47803,3166076,350,326,211,37154,8686,609095,10047,N/E,290308,108,223,77514,29046,65,282,1770125,256,525,2052,50,230,N/E,89771,15101,N/E,1403,2258,61,1886,433,71688,83098,407,62700,617,0,N/E,N/E
18/08/2021,9812656,104199,9708416,2,386,1673,647,234958,15922,1420164,18092,N/E,2054599,96,49135,640,164000,80827,100,292,4813566,160,557,15512,62,1455,N/E,165624,32482,N/E,1441,3587,163,11968,750,121465,154089,407,343030,565,41,N/E,N/E,41,N/E,3218352,47857,3170495,350,326,212,37213,8709,609835,10055,N/E,290895,108,224,77659,29090,65,282,1772470,256,526,2052,50,230,N/E,89891,15135,N/E,1403,2260,61,1888,433,71805,83214,408,62772,618,0,N/E,N/E
19/08/2021,9825436,104457,9720938,2,386,1680,647,235401,15966,1423028,18111,N/E,2057798,97,49183,642,164358,80886,100,292,4817806,160,558,15528,62,1460,N/E,165867,32537,N/E,1441,3591,163,11983,752,121660,154368,407,343451,567,41,N/E,N/E,41,N/E,3222885,47904,3174981,350,326,212,37264,8722,610563,10065,N/E,291454,108,227,77766,29125,65,282,1774964,256,526,2053,50,230,N/E,90019,15153,N/E,1406,2261,61,1894,433,71927,83340,411,62850,618,0,N/E,N/E
20/08/2021,9838331,104717,9733573,2,387,1687,648,235835,16034,1426131,18143,N/E,2060851,97,49223,646,164714,80956,100,292,4822274,160,559,15527,62,1464,N/E,166149,32593,N/E,1441,3595,163,11998,752,121899,154378,410,343836,567,41,N/E,N/E,41,N/E,3227438,47969,3179469,350,328,212,37329,8735,611402,10081,N/E,292002,108,229,77902,29156,65,282,1777411,256,527,2054,50,230,N/E,90174,15185,N/E,1407,2263,61,1896,433,72056,83344,412,62910,619,0,N/E,N/E
21/08/2021,9848185,104896,9743248,2,387,1687,650,236269,16065,1427695,18158,N/E,2063930,97,49255,646,164959,81021,100,292,4825658,160,559,15527,62,1468,N/E,166360,32640,N/E,1442,3597,163,12010,754,122072,154378,411,344207,567,41,N/E,N/E,41,N/E,3230563,48024,3182539,350,328,212,37380,8746,611925,10085,N/E,292461,108,229,78015,29189,65,282,1779033,256,527,2056,50,230,N/E,90253,15209,N/E,1408,2264,61,1897,433,72147,83344,412,62965,619,0,N/E,N/E
22/08/2021,9856837,105095,9751701,2,387,1687,651,236683,16102,1428899,18165,N/E,2066692,97,49291,646,165136,81085,100,292,4828677,160,559,15528,63,1468,N/E,166527,32668,N/E,1443,3598,163,12024,754,122234,154377,411,344565,567,41,N/E,N/E,41,N/E,3233309,48079,3185230,350,328,212,37438,8753,612347,10088,N/E,292875,108,229,78104,29216,65,282,1780489,256,528,2057,50,230,N/E,90323,15228,N/E,1409,2265,61,1898,433,72230,83344,412,63002,620,0,N/E,N/E
23/08/2021,9869375,105308,9764026,2,387,1694,651,237161,16145,1431527,18172,N/E,2070066,97,49329,647,165387,81143,100,292,4833203,160,561,15528,63,1472,N/E,166736,32712,N/E,1443,3603,163,12029,755,122434,154377,415,345004,568,41,N/E,N/E,41,N/E,3237697,48147,3189550,350,329,213,37502,8767,613063,10093,N/E,293420,108,229,78231,29239,65,282,1782963,256,528,2058,50,231,N/E,90437,15257,N/E,1411,2270,61,1901,433,72343,83344,413,63082,621,0,N/E,N/E
24/08/2021,9881835,105534,9776260,2,387,1701,652,237615,16191,1434201,18216,N/E,2073481,97,49377,655,165625,81205,100,292,4837518,160,562,15528,63,1477,N/E,166941,32761,N/E,1448,3611,163,12043,757,122636,154377,417,345433,568,41,N/E,N/E,41,N/E,3242132,48213,3193919,350,331,213,37565,8780,613849,10112,N/E,293952,108,234,78353,29277,65,282,1785373,256,528,2060,50,232,N/E,90549,15279,N/E,1414,2273,61,1909,435,72475,83344,414,63175,621,0,N/E,N/E
25/08/2021,9897825,105756,9792027,2,387,1705,652,238069,16229,1437023,18266,N/E,2076684,97,49425,660,165873,81279,100,292,4845388,160,563,15530,64,1479,N/E,167197,32823,N/E,1449,3613,163,12057,757,122832,154377,418,345846,568,42,N/E,N/E,42,N/E,3246784,48295,3198489,350,331,214,37617,8801,614637,10130,N/E,294553,108,238,78472,29314,65,282,1787951,256,528,2060,50,233,N/E,90660,15304,N/E,1417,2274,61,1910,435,72605,83344,415,63253,621,0,N/E,N/E
26/08/2021,9921574,105992,9815540,2,387,1708,652,238507,16272,1440077,18308,N/E,2079815,97,49492,663,166139,81352,100,292,4860851,160,564,15531,64,1480,N/E,167440,32879,N/E,1453,3620,163,12066,758,123025,154377,419,346259,568,42,N/E,N/E,42,N/E,3251418,48371,3203047,351,333,213,37693,8818,615448,10144,N/E,295138,108,239,78596,29357,65,282,1790495,256,529,2063,50,233,N/E,90771,15331,N/E,1419,2277,61,1912,435,72720,83344,416,63329,621,0,N/E,N/E
27/08/2021,9953451,106235,9847174,2,388,1716,652,239032,16344,1443511,18347,N/E,2082979,97,49555,665,166457,81432,100,291,4883821,160,565,15531,64,1485,N/E,167717,32950,N/E,1456,3621,163,12070,759,123234,154377,419,346646,568,42,N/E,N/E,42,N/E,3256119,48449,3207670,351,335,213,37759,8839,616325,10166,N/E,295664,108,240,78742,29393,65,282,1793050,256,530,2065,50,233,N/E,90908,15362,N/E,1426,2280,61,1914,437,72829,83344,417,63405,621,0,N/E,N/E
28/08/2021,9985177,106442,9878693,2,388,1717,652,239487,16385,1445213,18374,N/E,2086192,97,49586,665,166688,81488,100,291,4908746,160,566,15532,64,1488,N/E,167960,32989,N/E,1456,3625,163,12080,759,123432,154377,419,346983,569,42,N/E,N/E,42,N/E,3259801,48504,3211297,351,335,214,37806,8842,616881,10176,N/E,296220,108,240,78828,29423,65,282,1795096,256,531,2065,50,234,N/E,90993,15388,N/E,1427,2283,61,1916,438,72931,83344,417,63474,622,0,N/E,N/E
29/08/2021,10014145,106626,9907477,2,388,1717,652,239929,16418,1446547,18395,N/E,2089215,97,49623,665,166882,81541,100,291,4931639,160,566,15532,65,1488,N/E,168156,33024,N/E,1457,3629,163,12093,760,123598,154377,419,347320,569,42,N/E,N/E,42,N/E,3262833,48561,3214272,351,335,215,37854,8847,617327,10180,N/E,296653,108,240,78913,29445,65,282,1796780,256,531,2068,50,234,N/E,91066,15409,N/E,1427,2285,61,1919,438,73018,83344,418,63531,622,0,N/E,N/E
30/08/2021,10055110,106863,9948205,2,389,1726,652,240429,16478,1449750,18417,N/E,2093138,97,49732,668,167207,81629,100,291,4963036,163,568,15533,66,1489,N/E,168415,33085,N/E,1459,3634,163,12113,760,123856,154377,419,347794,570,42,N/E,N/E,42,N/E,3268631,48638,3219993,351,336,215,37925,8863,618307,10199,N/E,297270,108,240,79077,29482,65,282,1800252,256,532,2070,50,235,N/E,91175,15436,N/E,1429,2285,61,1924,438,73135,83344,419,63609,623,0,N/E,N/E
31/08/2021,10086910,107082,9979786,2,389,1736,652,240959,16552,1452917,18458,N/E,2096774,98,49813,669,167568,81704,101,291,4985503,163,570,15533,67,1493,N/E,168733,33156,N/E,1461,3636,163,12125,760,124120,154377,419,348254,570,42,N/E,N/E,42,N/E,3274232,48718,3225514,352,337,215,37993,8888,619021,10215,N/E,297932,108,243,79230,29519,65,282,1803691,257,533,2073,50,235,N/E,91313,15465,N/E,1430,2289,61,1928,438,73269,83344,421,63694,623,0,N/E,N/E
01/09/2021,10111742,107358,10004342,2,390,1740,654,241458,16613,1455862,18487,N/E,2100133,98,49897,672,167899,81789,101,291,5001729,163,570,15533,67,1493,N/E,168977,33206,N/E,1462,3637,163,12143,760,124337,154377,421,348648,570,42,N/E,N/E,42,N/E,3279625,48790,3230835,352,338,216,38073,8906,619964,10228,N/E,298535,108,245,79381,29552,65,282,1806808,257,534,2078,50,236,N/E,91420,15491,N/E,1431,2292,61,1931,438,73401,83344,421,63774,623,0,N/E,N/E
02/09/2021,10132489,107686,10024760,2,390,1743,655,241954,16677,1458761,18534,N/E,2103309,98,49963,674,168271,81882,101,291,5013917,163,570,15533,67,1495,N/E,169247,33258,N/E,1464,3638,163,12164,760,124568,154377,421,349080,570,43,N/E,N/E,43,N/E,3284950,48873,3236077,353,343,216,38148,8927,620858,10241,N/E,299034,108,247,79532,29583,65,282,1809986,257,535,2079,50,236,N/E,91547,15516,N/E,1437,2297,61,1934,439,73516,83344,423,63860,623,0,N/E,N/E
03/09/2021,10152617,107961,10044609,2,391,1751,657,242451,16729,1461820,18569,N/E,2106471,97,50017,681,168629,81961,101,291,5025411,163,572,15545,67,1497,N/E,169557,33312,N/E,1464,3640,163,12183,761,124788,154377,421,349500,570,47,N/E,N/E,47,N/E,3290823,48932,3241891,353,345,216,38214,8951,621689,10259,N/E,299606,108,247,79680,29620,65,282,1813721,257,537,2080,51,236,N/E,91699,15533,N/E,1438,2299,61,1939,439,73651,83344,424,63923,624,0,N/E,N/E
04/09/2021,10167029,108197,10058785,2,391,1751,657,242948,16767,1463472,18582,N/E,2109552,97,50062,682,168881,82029,101,291,5033056,164,572,15578,67,1497,N/E,169807,33354,N/E,1466,3645,163,12196,762,124972,154377,422,349852,570,47,N/E,N/E,47,N/E,3296408,48984,3247424,353,345,216,38272,8963,622243,10264,N/E,300148,108,247,79790,29663,65,282,1817658,257,537,2081,51,236,N/E,91784,15556,N/E,1438,2300,61,1939,439,73753,83344,424,63982,625,0,N/E,N/E
05/09/2021,10178901,108460,10070394,2,391,1751,657,243356,16804,1464703,18597,N/E,2112342,97,50111,682,169114,82098,101,291,5039071,164,574,15598,67,1497,N/E,169969,33389,N/E,1467,3646,163,12207,762,125123,154377,422,350230,571,47,N/E,N/E,47,N/E,3302336,49047,3253289,353,345,216,38327,8976,622679,10267,N/E,300503,108,247,79881,29690,65,282,1822296,257,537,2081,51,236,N/E,91850,15569,N/E,1438,2302,61,1940,439,73854,83344,424,64046,625,0,N/E,N/E
06/09/2021,10195398,108724,10086626,2,391,1757,658,243829,16838,1467144,18614,N/E,2115705,97,50148,684,169387,82163,101,291,5047605,165,575,15639,67,1498,N/E,170210,33437,N/E,1470,3647,163,12215,762,125326,154377,424,350666,571,48,N/E,N/E,47,1,3310774,49127,3261647,353,345,216,38378,8990,623510,10290,N/E,301052,108,247,80009,29714,65,282,1828672,257,537,2083,51,237,N/E,91960,15599,N/E,1441,2307,61,1943,439,73974,83344,425,64133,625,0,N/E,N/E
07/09/2021,10209648,109001,10100599,2,392,1760,658,244275,16871,1469508,18642,N/E,2118558,97,50206,689,169620,82235,101,291,5054570,165,576,15673,67,1498,N/E,170433,33492,N/E,1470,3651,163,12222,762,125509,154383,427,351062,571,48,N/E,N/E,47,1,3317183,49180,3268003,355,348,217,38448,9000,624288,10308,N/E,301564,108,247,80118,29738,65,282,1833188,258,538,2089,51,237,N/E,92027,15611,N/E,1442,2308,61,1946,447,74102,83347,430,64209,626,0,N/E,N/E
08/09/2021,10224598,109286,10115264,2,392,1763,658,244708,16912,1472117,18673,N/E,2121528,97,50248,691,169898,82291,101,291,5061584,165,576,15715,67,1499,N/E,170637,33541,N/E,1471,3656,163,12231,762,125721,154705,429,351401,571,48,N/E,N/E,47,1,3323262,49254,3274008,356,349,217,38508,9019,625163,10321,N/E,302060,108,247,80257,29770,65,282,1837057,259,540,2095,51,237,N/E,92134,15628,N/E,1446,2314,61,1944,448,74234,83497,432,64283,626,0,N/E,N/E
09/09/2021,10216410,85465,10130896,2,392,1768,659,245161,16961,1475037,18689,N/E,2124381,97,50290,695,170223,82369,101,291,5069141,166,579,15752,67,1502,N/E,170890,33603,N/E,1474,3658,163,12231,763,125962,155053,429,351775,572,49,N/E,N/E,47,2,3329158,49321,3279837,357,349,219,38563,9032,626003,10334,N/E,302616,108,247,80403,29806,65,282,1840715,259,540,2097,51,237,N/E,92247,15654,N/E,1452,2315,61,1946,449,74365,83640,435,64363,627,0,N/E,N/E
10/09/2021,10233198,85704,10147444,2,392,1773,660,245661,17019,1478235,18708,N/E,2126988,97,50348,697,170573,82454,101,291,5077490,166,581,15799,67,1503,N/E,171175,33656,N/E,1475,3664,163,12241,763,126216,155336,430,352147,573,50,N/E,N/E,47,3,3334967,49381,3285585,359,349,219,38642,9046,626905,10355,N/E,303056,108,247,80575,29840,65,282,1844287,259,540,2100,51,237,N/E,92391,15684,N/E,1452,2320,61,1944,450,74482,83785,436,64431,627,1,N/E,1
11/09/2021,10245851,85917,10159882,2,393,1774,664,246131,17059,1479823,18723,N/E,2129797,97,50387,698,170821,82514,101,291,5083624,166,582,15824,67,1504,N/E,171388,33683,N/E,1476,3665,163,12247,763,126408,155568,430,352476,573,52,N/E,N/E,49,3,3339169,49419,3289749,359,350,219,38706,9053,627470,10363,N/E,303538,108,247,80706,29868,65,282,1846781,259,540,2101,51,237,N/E,92455,15701,N/E,1454,2321,61,1947,450,74599,83901,436,64493,628,1,N/E,1
12/09/2021,10260317,86119,10174146,2,393,1774,664,246709,17080,1481252,18742,N/E,2132771,97,50449,698,171100,82590,101,291,5091336,167,582,15851,68,1504,N/E,171625,33716,N/E,1477,3670,163,12253,765,126632,155784,430,352837,573,52,N/E,N/E,49,3,3342702,49481,3293220,359,350,219,38774,9064,627950,10370,N/E,303978,108,247,80822,29904,65,282,1848707,259,541,2103,51,237,N/E,92549,15721,N/E,1457,2322,61,1946,451,74712,83990,436,64557,628,1,N/E,1
13/09/2021,10283785,86391,10197339,2,394,1775,666,247212,17124,1483841,18765,N/E,2136118,97,50551,699,171407,82669,101,291,5106238,167,583,15893,68,1506,N/E,171861,33774,N/E,1478,3674,163,12258,767,126851,156092,431,353250,573,55,N/E,N/E,49,6,3349954,49563,3300389,362,350,219,38853,9074,628789,10385,N/E,304528,108,247,80955,29944,65,282,1853767,259,541,2105,51,237,N/E,92646,15755,N/E,1457,2323,61,1946,451,74832,84098,438,64633,628,2,N/E,2
14/09/2021,10301350,86623,10214672,2,397,1779,670,247693,17180,1486432,18792,N/E,2139357,98,50664,700,171781,82755,101,291,5115242,167,584,15944,68,1511,N/E,172127,33815,N/E,1481,3679,163,12265,768,127111,156385,432,353665,573,55,N/E,N/E,49,6,3355930,49627,3306300,363,351,221,38926,9094,629652,10402,N/E,305060,108,247,81109,29973,65,282,1857492,259,541,2106,51,237,N/E,92757,15784,N/E,1459,2325,61,1947,451,74962,84239,440,64707,629,3,N/E,3
15/09/2021,10318946,86839,10232051,2,399,1788,670,248143,17241,1489467,18816,N/E,2142643,99,50741,702,172157,82837,101,291,5123786,167,584,15994,68,1511,N/E,172432,33874,N/E,1481,3684,163,12268,769,127376,156714,431,354079,573,56,N/E,N/E,49,7,3361537,49683,3311851,365,352,222,38991,9121,630546,10417,N/E,305597,108,247,81253,30006,65,282,1860799,259,543,2109,52,238,N/E,92897,15808,N/E,1463,2329,61,1949,451,75093,84371,444,64783,630,3,N/E,3
16/09/2021,10331876,87077,10244743,2,400,1789,671,248563,17288,1491129,18837,N/E,2145787,99,50787,702,172418,82903,101,291,5129730,168,585,16035,68,1511,N/E,172651,33906,N/E,1482,3685,163,12270,769,127598,156942,431,354409,573,56,N/E,N/E,49,7,3365310,49736,3315571,365,352,222,39057,9130,631061,10428,N/E,306086,108,247,81384,30026,65,282,1862908,259,543,2110,52,238,N/E,92989,15825,N/E,1464,2330,61,1950,451,75184,84467,445,64852,630,3,N/E,3
17/09/2021,10349479,87330,10262093,2,400,1799,671,249050,17361,1494138,18862,N/E,2149173,98,50850,705,172786,82996,101,291,5138099,168,586,16092,68,1512,N/E,172945,33965,N/E,1483,3687,163,12273,770,127909,157243,432,354842,573,56,N/E,N/E,49,7,3370772,49793,3320976,366,353,222,39120,9147,631916,10441,N/E,306641,108,247,81530,30054,65,282,1866127,259,543,2110,53,238,N/E,93117,15848,N/E,1463,2332,61,1952,452,75335,84600,449,64914,631,3,N/E,3
18/09/2021,10363023,87580,10275387,2,400,1800,671,249507,17407,1495662,18881,N/E,2152218,98,50909,705,173039,83066,101,291,5144893,168,586,16123,68,1515,N/E,173179,33996,N/E,1483,3689,163,12277,771,128141,157435,432,355137,574,56,N/E,N/E,49,7,3374986,49870,3325113,366,353,222,39182,9159,632469,10458,N/E,307143,108,247,81642,30081,65,282,1868589,259,544,2110,53,238,N/E,93225,15861,N/E,1464,2337,61,1953,452,75451,84694,449,64965,631,3,N/E,3
19/09/2021,10374380,87799,10286525,2,400,1800,673,249967,17458,1496849,18895,N/E,2154993,99,50939,705,173250,83133,101,291,5150323,168,588,16145,68,1515,N/E,173343,34030,N/E,1484,3690,163,12277,772,128345,157600,433,355452,574,56,N/E,N/E,49,7,3378267,49914,3328349,366,353,224,39233,9167,632861,10463,N/E,307537,108,247,81719,30097,65,282,1870557,259,544,2112,53,238,N/E,93310,15878,N/E,1465,2337,61,1954,452,75535,84777,449,65014,632,4,N/E,4
20/09/2021,10389807,88085,10301666,2,400,1804,675,250472,17509,1499203,18919,N/E,2158174,99,51001,703,173524,83206,101,291,5157697,168,588,16174,68,1515,N/E,173562,34067,N/E,1491,3693,163,12281,772,128601,157877,434,355858,574,56,N/E,N/E,49,7,3383671,49982,3333685,369,353,224,39298,9179,633679,10482,N/E,308068,108,247,81821,30124,65,282,1873828,259,545,2112,54,238,N/E,93413,15898,N/E,1469,2340,61,1957,453,75669,84933,450,65075,632,4,N/E,4
21/09/2021,10404597,88373,10316168,2,403,1810,675,250891,17551,1501726,18948,N/E,2161228,99,51055,704,173725,83280,101,291,5164553,168,589,16224,68,1517,N/E,173793,34116,N/E,1494,3698,163,12289,773,128836,158159,432,356233,574,56,N/E,N/E,49,7,3388928,50052,3338872,369,354,227,39375,9195,634523,10494,N/E,308575,109,247,81922,30160,65,282,1876936,259,545,2113,54,238,N/E,93506,15925,N/E,1473,2342,61,1960,453,75793,85091,452,65142,632,4,N/E,4
22/09/2021,10419277,88623,10330598,2,403,1818,677,251332,17583,1504340,18966,N/E,2164158,99,51103,704,174003,83338,101,291,5171345,168,590,16277,69,1518,N/E,174003,34158,N/E,1497,3700,163,12294,774,129053,158463,434,356600,574,56,N/E,N/E,49,7,3394075,50136,3343935,370,357,227,39436,9210,635153,10517,N/E,309146,110,247,82040,30199,65,282,1880073,259,545,2114,54,238,N/E,93619,15946,N/E,1474,2346,61,1960,454,75927,85209,453,65212,632,4,N/E,4
23/09/2021,10434296,88896,10345344,2,403,1829,677,251802,17631,1507193,19007,N/E,2166900,99,51148,707,174307,83426,101,291,5178275,168,590,16324,69,1519,N/E,174217,34223,N/E,1500,3703,163,12301,775,129280,158749,436,356955,574,56,N/E,N/E,49,7,3398946,50191,3348749,370,360,227,39498,9227,635604,10531,N/E,309682,110,248,82165,30224,65,282,1883181,259,547,2117,54,238,N/E,93742,15973,N/E,1475,2348,61,1961,454,76033,85340,454,65286,633,6,N/E,6
24/09/2021,10450225,89167,10361001,2,403,1844,680,252305,17694,1509951,19035,N/E,2170034,99,51220,709,174629,83502,101,291,5185685,168,591,16376,69,1521,N/E,174493,34277,N/E,1503,3705,163,12303,776,129526,159013,436,357323,574,57,N/E,N/E,50,7,3403826,50258,3353562,371,362,227,39588,9241,635990,10547,N/E,310256,110,249,82298,30252,65,282,1886305,259,548,2119,54,238,N/E,93864,16002,N/E,1475,2352,61,1961,454,76141,85460,456,65342,633,6,N/E,6
25/09/2021,10462225,89467,10372697,2,404,1846,680,252766,17740,1511297,19053,N/E,2172992,99,51276,709,174854,83582,101,291,5191135,168,592,16408,69,1525,N/E,174713,34325,N/E,1504,3710,163,12312,778,129762,159192,436,357638,575,61,N/E,N/E,54,7,3390910,33942,3356962,371,362,228,39652,9245,636206,10552,N/E,310771,110,249,82394,30269,65,282,1888429,259,549,2121,54,238,N/E,93951,16021,N/E,1476,2354,61,1962,454,76247,85538,456,65403,633,6,N/E,6
26/09/2021,10469853,89680,10380112,2,404,1846,681,253192,17764,1511710,19072,N/E,2173844,99,51337,709,175053,83636,101,291,5195630,168,593,16438,69,1526,N/E,174888,34367,N/E,1506,3711,163,12315,779,129947,159354,436,357906,575,61,N/E,N/E,54,7,3393413,33998,3359409,371,362,228,39710,9250,636340,10560,N/E,310908,110,249,82467,30296,65,282,1890178,259,549,2121,54,238,N/E,93999,16035,N/E,1476,2355,61,1963,455,76333,85597,456,65448,634,6,N/E,6
27/09/2021,10483819,89936,10393822,2,406,1857,681,253697,17808,1512966,19094,N/E,2177071,99,51404,709,175305,83721,101,291,5202711,168,593,16482,70,1526,N/E,175114,34427,N/E,1508,3713,163,12323,779,130159,159597,436,358266,575,61,N/E,N/E,54,7,3398309,34060,3364243,371,362,228,39769,9264,636618,10575,N/E,311605,110,252,82576,30321,65,282,1893369,259,553,2124,54,238,N/E,94094,16052,N/E,1478,2358,61,1965,455,76462,85721,456,65511,635,6,N/E,6
28/09/2021,10498365,90212,10408092,2,406,1870,682,254151,17851,1514350,19121,N/E,2180581,101,51556,711,175554,83783,102,291,5209855,168,594,16522,70,1527,N/E,175338,34485,N/E,1508,3715,163,12331,779,130398,159839,436,358677,575,61,N/E,N/E,54,7,3403325,34125,3369194,376,365,228,39849,9274,636941,10591,N/E,312256,111,252,82699,30354,65,282,1896607,259,554,2125,54,238,N/E,94217,16083,N/E,1479,2359,61,1967,457,76571,85853,457,65575,635,6,N/E,6
29/09/2021,10513559,90476,10423022,N/E,406,1880,684,254620,17917,1515872,19152,N/E,2183796,102,51676,712,175904,83861,102,291,5217612,168,595,16574,70,1528,N/E,175570,34563,N/E,1510,3719,163,12338,780,130644,160134,436,359068,575,61,N/E,N/E,54,7,3408636,34194,3374436,379,368,228,39915,9292,637313,10608,N/E,312823,111,254,82839,30396,65,282,1900122,259,555,2129,54,238,N/E,94330,16115,N/E,1483,2363,61,1968,457,76698,85987,457,65652,635,6,N/E,6
